epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,90.4088,0.84293,0.53465,0.90553,0.9631,0.96191,0.995,0.71498,1.09844,0.52247,0.97401,0.000383058,0.000383058,0.000383058
45,92.4628,0.83329,0.5287,0.90464,0.97034,0.9561,0.995,0.7364,1.12634,0.52215,0.98534,0.000376455,0.000376455,0.000376455
46,94.5216,0.80692,0.52026,0.90084,0.97435,0.98019,0.995,0.72719,1.02348,0.49234,0.95883,0.000369851,0.000369851,0.000369851
47,96.5788,0.82486,0.51526,0.9051,0.97285,0.96002,0.99318,0.69215,1.22321,0.5277,1.02057,0.000363248,0.000363248,0.000363248
48,98.6141,0.8238,0.51902,0.90358,0.9658,0.97454,0.99143,0.69988,1.1878,0.55283,1.01216,0.000356645,0.000356645,0.000356645
49,100.643,0.80947,0.51818,0.9016,0.96424,0.97866,0.995,0.71383,1.08848,0.47887,0.98214,0.000350042,0.000350042,0.000350042
50,102.687,0.82022,0.51329,0.89756,0.96795,0.97975,0.995,0.71736,1.01864,0.48252,0.9759,0.000343438,0.000343438,0.000343438
51,104.725,0.8204,0.51862,0.90282,0.96693,0.97574,0.995,0.71915,1.04618,0.47961,0.97633,0.000336835,0.000336835,0.000336835
52,106.794,0.78909,0.50294,0.89495,0.96954,0.96303,0.995,0.71786,1.06484,0.47314,0.97683,0.000330232,0.000330232,0.000330232
53,108.849,0.8024,0.50223,0.89326,0.96619,0.99442,0.995,0.67793,1.08169,0.48964,0.99477,0.000323628,0.000323628,0.000323628
54,110.889,0.7753,0.49604,0.89093,0.96713,0.98701,0.995,0.69178,1.07128,0.49838,0.9787,0.000317025,0.000317025,0.000317025
55,112.935,0.75838,0.49148,0.89144,0.96812,0.98403,0.99318,0.70129,1.06499,0.52706,0.9813,0.000310422,0.000310422,0.000310422
56,114.996,0.77165,0.48478,0.89326,0.97048,0.96971,0.995,0.7039,1.09206,0.49721,0.97915,0.000303818,0.000303818,0.000303818
57,117.048,0.77206,0.49323,0.8849,0.96899,0.96964,0.995,0.69361,1.07676,0.47928,0.97616,0.000297215,0.000297215,0.000297215
58,119.104,0.77655,0.49855,0.88763,0.97212,0.99385,0.995,0.68762,1.18329,0.48638,1.01809,0.000290612,0.000290612,0.000290612
59,121.214,0.79764,0.49646,0.89244,0.95526,0.98611,0.995,0.72141,1.08185,0.47407,0.98055,0.000284009,0.000284009,0.000284009
60,123.296,0.77351,0.48997,0.88608,0.96749,0.97509,0.995,0.7113,1.05576,0.47244,0.97708,0.000277405,0.000277405,0.000277405
61,125.401,0.7531,0.48389,0.88589,0.96211,0.96964,0.995,0.74721,1.03264,0.51758,0.96967,0.000270802,0.000270802,0.000270802
62,127.515,0.75342,0.48279,0.88578,0.95401,0.977,0.995,0.71924,1.06133,0.49173,0.97622,0.000264199,0.000264199,0.000264199
63,129.609,0.74954,0.47491,0.88008,0.96659,0.9917,0.995,0.71589,1.077,0.4948,0.98527,0.000257595,0.000257595,0.000257595
64,131.732,0.74012,0.47373,0.88517,0.95897,0.9899,0.98725,0.70004,1.10978,0.51813,0.98883,0.000250992,0.000250992,0.000250992
65,133.83,0.73934,0.4725,0.88357,0.97876,0.9899,0.99143,0.68509,1.11858,0.51333,0.98619,0.000244389,0.000244389,0.000244389
66,135.946,0.73201,0.47622,0.87814,0.96367,0.99286,0.995,0.70756,1.08736,0.4669,0.99138,0.000237785,0.000237785,0.000237785
67,138.068,0.74314,0.469,0.87955,0.97032,0.99766,0.995,0.68184,1.12601,0.47286,1.0014,0.000231182,0.000231182,0.000231182
68,140.168,0.74654,0.47541,0.88192,0.97467,0.98896,0.995,0.70338,1.10873,0.47288,0.99341,0.000224579,0.000224579,0.000224579
69,142.307,0.69127,0.45618,0.87624,0.97643,0.99237,0.995,0.69607,1.13383,0.46526,0.99424,0.000217976,0.000217976,0.000217976
70,144.406,0.70834,0.46254,0.87673,0.96853,1,0.995,0.70898,1.12318,0.47371,0.99459,0.000211372,0.000211372,0.000211372
71,146.499,0.7043,0.45898,0.88018,0.96773,0.98871,0.995,0.69279,1.12914,0.46943,0.98755,0.000204769,0.000204769,0.000204769
72,148.643,0.71435,0.46579,0.87108,0.97409,0.99276,0.995,0.71424,1.08994,0.44677,0.97667,0.000198166,0.000198166,0.000198166
73,150.749,0.7245,0.4633,0.87277,0.97397,0.99515,0.995,0.6908,1.1356,0.46352,1.00001,0.000191562,0.000191562,0.000191562
74,152.9,0.70091,0.45395,0.8724,0.97561,0.9902,0.995,0.69546,1.10036,0.46371,0.99068,0.000184959,0.000184959,0.000184959
75,155.035,0.68892,0.44984,0.86528,0.95772,0.99223,0.995,0.69468,1.11081,0.47357,0.98924,0.000178356,0.000178356,0.000178356
76,157.174,0.67523,0.44756,0.87084,0.96831,0.99179,0.995,0.6836,1.14383,0.46915,1.00481,0.000171752,0.000171752,0.000171752
77,159.328,0.69046,0.44529,0.87465,0.94993,0.99267,0.995,0.69798,1.08192,0.46934,0.9859,0.000165149,0.000165149,0.000165149
78,161.488,0.68647,0.44533,0.87172,0.96373,0.99145,0.995,0.71116,1.06453,0.4609,0.97674,0.000158546,0.000158546,0.000158546
79,163.655,0.68751,0.44691,0.87033,0.95124,0.99203,0.995,0.72371,1.07137,0.46694,0.98055,0.000151943,0.000151943,0.000151943
80,165.796,0.6626,0.43788,0.86552,0.95653,0.99178,0.995,0.72129,1.07582,0.47501,0.98106,0.000145339,0.000145339,0.000145339
81,167.957,0.65652,0.43867,0.86181,0.96941,0.9916,0.995,0.71114,1.0675,0.44171,0.97525,0.000138736,0.000138736,0.000138736
82,170.093,0.66636,0.43838,0.8714,0.9791,0.9906,0.995,0.7162,1.07653,0.44661,0.98062,0.000132133,0.000132133,0.000132133
83,172.262,0.67959,0.44404,0.87176,0.97884,0.99091,0.995,0.70918,1.13075,0.45648,0.99837,0.000125529,0.000125529,0.000125529
84,174.408,0.64163,0.43357,0.86006,0.97739,0.99096,0.995,0.70007,1.09702,0.45745,0.98983,0.000118926,0.000118926,0.000118926
85,176.597,0.6577,0.43571,0.86545,0.97641,0.99168,0.995,0.68486,1.11096,0.46357,0.99559,0.000112323,0.000112323,0.000112323
86,178.764,0.65861,0.43361,0.86291,0.97766,0.99143,0.995,0.69323,1.09505,0.47305,0.98859,0.00010572,0.00010572,0.00010572
87,180.933,0.6546,0.43105,0.85962,0.98014,0.9883,0.995,0.68401,1.10988,0.47288,0.99413,9.91162e-05,9.91162e-05,9.91162e-05
88,183.11,0.64777,0.42935,0.8744,0.98052,0.98903,0.995,0.70131,1.0949,0.46712,0.98538,9.25129e-05,9.25129e-05,9.25129e-05
89,185.275,0.65232,0.43819,0.86158,0.9752,0.99086,0.995,0.69305,1.08879,0.45551,0.99237,8.59096e-05,8.59096e-05,8.59096e-05
90,187.472,0.64623,0.4313,0.86459,0.97579,0.99087,0.995,0.68968,1.10263,0.46004,0.99185,7.93063e-05,7.93063e-05,7.93063e-05
91,190.97,0.63829,0.48048,0.85611,0.97747,0.99023,0.995,0.70342,1.11121,0.46161,0.99455,7.2703e-05,7.2703e-05,7.2703e-05
92,193.091,0.6281,0.46333,0.84889,0.96914,0.98409,0.995,0.70137,1.07602,0.47336,0.98121,6.60997e-05,6.60997e-05,6.60997e-05
93,195.177,0.55809,0.42028,0.83391,0.96495,0.98165,0.995,0.71497,1.0585,0.46208,0.97574,5.94964e-05,5.94964e-05,5.94964e-05
94,197.276,0.54893,0.40612,0.83311,0.96729,0.98078,0.995,0.70586,1.05814,0.4627,0.9793,5.28931e-05,5.28931e-05,5.28931e-05
95,199.375,0.53938,0.4061,0.83156,0.96595,0.99131,0.995,0.70264,1.08484,0.45199,0.98252,4.62898e-05,4.62898e-05,4.62898e-05
96,201.471,0.5418,0.40626,0.82553,0.96549,0.99205,0.995,0.69999,1.09733,0.46305,0.99249,3.96865e-05,3.96865e-05,3.96865e-05
97,203.598,0.54856,0.40477,0.8278,0.96948,0.99171,0.995,0.70338,1.09798,0.46173,0.99575,3.30832e-05,3.30832e-05,3.30832e-05
98,205.677,0.52322,0.39459,0.82722,0.97243,0.99151,0.995,0.69458,1.10238,0.46514,0.99544,2.64799e-05,2.64799e-05,2.64799e-05
99,207.774,0.52471,0.39333,0.82427,0.97061,0.99155,0.995,0.7041,1.09428,0.46159,0.99294,1.98766e-05,1.98766e-05,1.98766e-05
100,209.873,0.52454,0.39937,0.824,0.97116,0.99138,0.995,0.70277,1.09625,0.46174,0.99339,1.32733e-05,1.32733e-05,1.32733e-05
