epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,41.4238,0.95814,0.65941,0.95556,0.90507,0.94088,0.99062,0.67056,1.1715,0.72275,1.05165,0.000541537,0.000541537,0.000541537
21,43.4475,0.9711,0.6627,0.95881,0.87887,0.96408,0.99192,0.71621,1.07891,0.63919,1.00445,0.000534934,0.000534934,0.000534934
22,45.4751,0.96347,0.65381,0.96803,0.90849,0.94916,0.99062,0.70561,1.13663,0.65601,1.0223,0.000528331,0.000528331,0.000528331
23,47.5149,0.94232,0.65063,0.95306,0.94406,0.95511,0.98684,0.68886,1.18194,0.60861,1.04376,0.000521727,0.000521727,0.000521727
24,49.5534,0.93376,0.63913,0.95277,0.93446,0.94076,0.9872,0.70263,1.11919,0.58598,1.01062,0.000515124,0.000515124,0.000515124
25,51.576,0.95724,0.6455,0.95481,0.93872,0.95385,0.98909,0.71582,1.10592,0.59062,1.01014,0.000508521,0.000508521,0.000508521
26,53.6313,0.91774,0.62307,0.94475,0.94868,0.9692,0.995,0.70204,1.10118,0.56903,1.00237,0.000501917,0.000501917,0.000501917
27,55.6656,0.91258,0.61399,0.94929,0.91251,0.98262,0.995,0.70219,1.11978,0.6378,0.99429,0.000495314,0.000495314,0.000495314
28,57.7097,0.90884,0.61249,0.94942,0.95481,0.96632,0.9925,0.7057,1.10374,0.62504,1.00469,0.000488711,0.000488711,0.000488711
29,59.7389,0.90609,0.60633,0.94901,0.94089,0.98247,0.98757,0.68851,1.12277,0.60956,1.01349,0.000482108,0.000482108,0.000482108
30,61.7691,0.8925,0.59392,0.9411,0.93569,0.97698,0.98743,0.70749,1.09909,0.56159,1.01544,0.000475504,0.000475504,0.000475504
31,63.7946,0.88681,0.58854,0.94492,0.96677,0.98306,0.98687,0.71326,1.07726,0.56597,1.00973,0.000468901,0.000468901,0.000468901
32,65.8276,0.88899,0.5914,0.93782,0.94124,0.98025,0.98846,0.67355,1.15525,0.60669,1.05439,0.000462298,0.000462298,0.000462298
33,67.8642,0.87555,0.58168,0.93201,0.94953,0.98938,0.99143,0.71814,1.10001,0.54938,1.01715,0.000455694,0.000455694,0.000455694
34,69.8926,0.87813,0.57789,0.94386,0.9642,0.97731,0.9879,0.70031,1.12279,0.57868,1.03172,0.000449091,0.000449091,0.000449091
35,71.9265,0.87921,0.58012,0.93022,0.96345,0.9899,0.98583,0.71336,1.11359,0.56721,1.02842,0.000442488,0.000442488,0.000442488
36,73.9727,0.88655,0.57203,0.94503,0.96278,0.98349,0.98696,0.70906,1.15925,0.55891,1.02724,0.000435884,0.000435884,0.000435884
37,76.0143,0.87362,0.5682,0.93409,0.95273,0.98067,0.99318,0.72211,1.12014,0.57292,1.02907,0.000429281,0.000429281,0.000429281
38,78.0705,0.84351,0.54864,0.92153,0.95787,0.96766,0.995,0.70848,1.14039,0.51977,1.02118,0.000422678,0.000422678,0.000422678
39,80.1436,0.84261,0.54296,0.93328,0.94727,0.97247,0.995,0.69855,1.16106,0.54415,1.01635,0.000416075,0.000416075,0.000416075
40,82.1865,0.84955,0.54884,0.92834,0.96464,0.98881,0.995,0.70386,1.13173,0.50914,1.02425,0.000409471,0.000409471,0.000409471
41,84.241,0.83252,0.54253,0.91938,0.95819,0.98343,0.995,0.71638,1.10849,0.51866,1.01182,0.000402868,0.000402868,0.000402868
42,86.3131,0.82606,0.53687,0.91368,0.92149,0.97133,0.995,0.71713,1.09175,0.52437,1.01765,0.000396265,0.000396265,0.000396265
43,88.3819,0.84021,0.54295,0.93498,0.95981,0.97104,0.995,0.67161,1.1967,0.52166,1.04808,0.000389661,0.000389661,0.000389661
44,90.4222,0.82651,0.53554,0.91751,0.95224,0.97214,0.995,0.69878,1.12852,0.5428,1.01342,0.000383058,0.000383058,0.000383058
45,92.4618,0.81474,0.53361,0.9232,0.96121,0.96757,0.99062,0.67773,1.19124,0.55596,1.04365,0.000376455,0.000376455,0.000376455
46,94.5015,0.79971,0.52523,0.91415,0.96354,0.98401,0.99318,0.7099,1.08302,0.53589,1.01069,0.000369851,0.000369851,0.000369851
47,96.5449,0.8016,0.51973,0.91529,0.94068,0.98097,0.995,0.72636,1.13148,0.52073,1.02234,0.000363248,0.000363248,0.000363248
48,98.5945,0.81239,0.52168,0.91477,0.95896,0.94965,0.995,0.66388,1.29361,0.55768,1.05738,0.000356645,0.000356645,0.000356645
49,100.644,0.82223,0.52999,0.92092,0.96607,0.99181,0.995,0.70605,1.11125,0.50306,1.0045,0.000350042,0.000350042,0.000350042
50,102.698,0.83849,0.52113,0.91979,0.95055,0.98282,0.995,0.69582,1.09634,0.50234,1.02316,0.000343438,0.000343438,0.000343438
51,104.749,0.80372,0.51555,0.91632,0.94417,0.98307,0.995,0.70929,1.0952,0.49355,1.0061,0.000336835,0.000336835,0.000336835
52,106.817,0.77301,0.49902,0.90755,0.95224,0.97349,0.995,0.69439,1.10974,0.50659,1.02158,0.000330232,0.000330232,0.000330232
53,108.872,0.7728,0.49945,0.90385,0.95996,0.98475,0.995,0.68802,1.08445,0.49384,1.02569,0.000323628,0.000323628,0.000323628
54,110.929,0.75614,0.49601,0.90192,0.94361,0.97984,0.995,0.69892,1.07507,0.49559,1.01561,0.000317025,0.000317025,0.000317025
55,113.01,0.74511,0.49186,0.90379,0.95149,0.99288,0.995,0.71391,1.0777,0.48618,1.00831,0.000310422,0.000310422,0.000310422
56,115.082,0.74805,0.48608,0.90418,0.95502,0.97307,0.995,0.69595,1.08349,0.48365,1.01311,0.000303818,0.000303818,0.000303818
57,117.161,0.76344,0.4909,0.89667,0.92547,0.98955,0.995,0.68839,1.10618,0.48028,1.02363,0.000297215,0.000297215,0.000297215
58,119.255,0.754,0.4932,0.89825,0.95324,0.97003,0.995,0.68266,1.16055,0.48208,1.03406,0.000290612,0.000290612,0.000290612
59,121.418,0.787,0.49766,0.90284,0.95795,0.9903,0.995,0.68865,1.15316,0.48458,1.03056,0.000284009,0.000284009,0.000284009
60,123.522,0.74693,0.48553,0.89239,0.9623,0.98076,0.995,0.65713,1.1633,0.50736,1.04473,0.000277405,0.000277405,0.000277405
61,125.628,0.74493,0.48086,0.8976,0.95521,0.97028,0.995,0.6819,1.14899,0.48776,1.02366,0.000270802,0.000270802,0.000270802
62,127.769,0.7445,0.47721,0.89833,0.94983,0.96572,0.995,0.68534,1.13978,0.48627,1.02775,0.000264199,0.000264199,0.000264199
63,129.879,0.73455,0.47222,0.89234,0.95211,0.99199,0.995,0.6967,1.11039,0.47559,1.04067,0.000257595,0.000257595,0.000257595
64,132.015,0.74479,0.47862,0.89762,0.95211,0.99231,0.995,0.70121,1.07969,0.47983,1.02055,0.000250992,0.000250992,0.000250992
65,134.121,0.74516,0.475,0.89623,0.96132,0.98285,0.995,0.71051,1.07081,0.47211,1.01731,0.000244389,0.000244389,0.000244389
66,136.247,0.72203,0.47503,0.88949,0.96978,0.99103,0.995,0.68838,1.08755,0.46659,1.02706,0.000237785,0.000237785,0.000237785
67,138.37,0.72878,0.46865,0.88972,0.97465,0.98217,0.995,0.71485,1.08373,0.46324,1.0117,0.000231182,0.000231182,0.000231182
68,140.522,0.72463,0.47292,0.88993,0.96671,0.97132,0.994,0.69754,1.06123,0.47976,1.00764,0.000224579,0.000224579,0.000224579
69,142.689,0.68217,0.45787,0.88624,0.96593,0.98238,0.995,0.70014,1.10758,0.48062,1.01895,0.000217976,0.000217976,0.000217976
70,144.804,0.70527,0.46212,0.88816,0.95364,0.98681,0.995,0.68232,1.13195,0.49032,1.04864,0.000211372,0.000211372,0.000211372
71,146.966,0.68929,0.45937,0.88941,0.96082,0.99201,0.995,0.68878,1.09377,0.46722,1.01798,0.000204769,0.000204769,0.000204769
72,149.106,0.70383,0.46615,0.88117,0.96792,0.99161,0.995,0.70291,1.08166,0.46814,1.01026,0.000198166,0.000198166,0.000198166
73,151.291,0.70409,0.45624,0.88346,0.97261,0.99143,0.995,0.68579,1.07417,0.47078,1.01907,0.000191562,0.000191562,0.000191562
74,153.463,0.6865,0.45274,0.88095,0.96804,0.99145,0.995,0.69969,1.08253,0.47163,1.02157,0.000184959,0.000184959,0.000184959
75,155.633,0.67365,0.44831,0.87475,0.97024,0.99111,0.995,0.68927,1.10489,0.46899,1.03364,0.000178356,0.000178356,0.000178356
76,157.786,0.66554,0.44722,0.87978,0.97338,0.99059,0.995,0.7091,1.09264,0.47885,1.02829,0.000171752,0.000171752,0.000171752
77,159.954,0.6745,0.44425,0.88102,0.97236,0.9911,0.995,0.67741,1.1352,0.46169,1.03194,0.000165149,0.000165149,0.000165149
78,162.157,0.67628,0.44644,0.88121,0.96994,0.99196,0.995,0.69707,1.11855,0.45518,1.03025,0.000158546,0.000158546,0.000158546
79,164.348,0.6816,0.44677,0.88097,0.97873,0.99133,0.995,0.71886,1.07894,0.44489,1.01833,0.000151943,0.000151943,0.000151943
80,166.51,0.64893,0.43729,0.87326,0.9672,0.99181,0.995,0.71349,1.0836,0.45245,1.02502,0.000145339,0.000145339,0.000145339
81,168.721,0.65101,0.44096,0.86923,0.96281,0.99196,0.995,0.70401,1.07641,0.44854,1.01654,0.000138736,0.000138736,0.000138736
82,170.9,0.65572,0.44202,0.87935,0.96082,0.98549,0.995,0.72445,1.07941,0.44736,1.02198,0.000132133,0.000132133,0.000132133
83,173.063,0.67401,0.44484,0.88158,0.95691,0.98674,0.995,0.70732,1.08085,0.44617,1.02686,0.000125529,0.000125529,0.000125529
84,175.267,0.6339,0.43243,0.86794,0.95987,0.99339,0.995,0.71594,1.06254,0.44121,1.0209,0.000118926,0.000118926,0.000118926
85,177.449,0.6455,0.43628,0.87272,0.96348,0.9936,0.995,0.7078,1.08046,0.44189,1.02606,0.000112323,0.000112323,0.000112323
86,179.616,0.63596,0.42744,0.87025,0.97346,0.99289,0.995,0.70997,1.06234,0.43126,1.02235,0.00010572,0.00010572,0.00010572
87,181.821,0.64214,0.43112,0.86677,0.97032,0.99345,0.995,0.7104,1.07095,0.4405,1.02723,9.91162e-05,9.91162e-05,9.91162e-05
88,184.011,0.63983,0.43094,0.8824,0.97059,0.99235,0.995,0.72845,1.04893,0.43115,1.02149,9.25129e-05,9.25129e-05,9.25129e-05
89,186.214,0.63922,0.43519,0.86863,0.97088,0.98987,0.995,0.7149,1.03026,0.43294,1.01813,8.59096e-05,8.59096e-05,8.59096e-05
90,188.398,0.63834,0.43005,0.8737,0.97143,0.99182,0.995,0.73243,1.04312,0.43347,1.0092,7.93063e-05,7.93063e-05,7.93063e-05
91,191.557,0.63159,0.48403,0.86466,0.97157,0.98496,0.995,0.69332,1.109,0.44835,1.03231,7.2703e-05,7.2703e-05,7.2703e-05
92,193.687,0.61644,0.46998,0.85888,0.96414,0.98878,0.995,0.71171,1.06736,0.44432,1.01741,6.60997e-05,6.60997e-05,6.60997e-05
93,195.82,0.54612,0.42459,0.84365,0.96427,0.99051,0.995,0.71518,1.07001,0.43792,1.01582,5.94964e-05,5.94964e-05,5.94964e-05
94,197.946,0.5389,0.41262,0.84134,0.97156,0.99116,0.995,0.71364,1.04887,0.43287,1.01411,5.28931e-05,5.28931e-05,5.28931e-05
95,200.079,0.53578,0.41186,0.83942,0.97082,0.99142,0.995,0.72752,1.05895,0.4362,1.01539,4.62898e-05,4.62898e-05,4.62898e-05
96,202.205,0.5331,0.4083,0.83392,0.97423,0.99124,0.995,0.71261,1.02215,0.43644,1.00947,3.96865e-05,3.96865e-05,3.96865e-05
97,204.326,0.54492,0.41081,0.83615,0.97689,0.9919,0.995,0.70717,1.02445,0.43898,1.0111,3.30832e-05,3.30832e-05,3.30832e-05
98,206.472,0.5167,0.39757,0.83437,0.97845,0.99176,0.995,0.7172,1.04162,0.43763,1.01739,2.64799e-05,2.64799e-05,2.64799e-05
99,208.604,0.5156,0.39828,0.83102,0.97896,0.99185,0.995,0.71491,1.04152,0.44034,1.02045,1.98766e-05,1.98766e-05,1.98766e-05
100,210.74,0.51275,0.39756,0.83096,0.97762,0.99229,0.995,0.7162,1.04065,0.44409,1.01876,1.32733e-05,1.32733e-05,1.32733e-05
