epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,79.667,0.85012,0.55825,0.93211,0.97353,0.97486,0.99,0.70993,1.14269,0.6034,1.04599,0.000422678,0.000422678,0.000422678
39,81.8396,0.8521,0.55144,0.93972,0.97115,0.95635,0.994,0.68396,1.17561,0.57232,1.05991,0.000416075,0.000416075,0.000416075
40,83.9889,0.86613,0.55656,0.94119,0.96435,0.95616,0.995,0.70788,1.14435,0.57103,1.04215,0.000409471,0.000409471,0.000409471
41,86.1768,0.85937,0.55636,0.93278,0.96372,0.97371,0.995,0.72895,1.0805,0.5464,1.03827,0.000402868,0.000402868,0.000402868
42,88.3827,0.84593,0.54738,0.92648,0.94002,0.9899,0.99,0.73117,1.06678,0.54894,1.05293,0.000396265,0.000396265,0.000396265
43,90.5989,0.84799,0.5516,0.94439,0.95146,0.99251,0.995,0.68309,1.18898,0.52903,1.05983,0.000389661,0.000389661,0.000389661
44,92.7616,0.83312,0.5483,0.92649,0.95246,0.99239,0.995,0.71352,1.11512,0.55547,1.03995,0.000383058,0.000383058,0.000383058
45,94.9427,0.82632,0.54494,0.92983,0.96003,0.96089,0.98737,0.68762,1.15224,0.58305,1.05611,0.000376455,0.000376455,0.000376455
46,97.1442,0.81179,0.53842,0.92593,0.97303,0.96369,0.9895,0.73016,1.06377,0.56296,1.02632,0.000369851,0.000369851,0.000369851
47,99.3212,0.8117,0.53041,0.92192,0.96943,0.96292,0.994,0.7105,1.1297,0.56196,1.01963,0.000363248,0.000363248,0.000363248
48,101.503,0.82356,0.53381,0.92492,0.97018,0.97279,0.987,0.66887,1.18955,0.57184,1.04842,0.000356645,0.000356645,0.000356645
49,103.717,0.83293,0.54388,0.93155,0.96248,0.95779,0.98875,0.72358,1.04935,0.56562,1.00858,0.000350042,0.000350042,0.000350042
50,105.908,0.83022,0.52849,0.92291,0.9546,0.96929,0.995,0.71424,1.04364,0.50233,0.99298,0.000343438,0.000343438,0.000343438
51,108.1,0.82299,0.53633,0.92774,0.96476,0.96028,0.995,0.73905,1.06752,0.53796,1.01607,0.000336835,0.000336835,0.000336835
52,110.353,0.79732,0.51412,0.91836,0.97464,0.9567,0.995,0.72287,1.08164,0.51752,1.03219,0.000330232,0.000330232,0.000330232
53,112.582,0.79492,0.51392,0.91235,0.96963,0.96123,0.98563,0.71731,1.09188,0.53883,1.04545,0.000323628,0.000323628,0.000323628
54,114.832,0.77026,0.51079,0.90971,0.96272,0.95728,0.98563,0.72725,1.05195,0.54994,1.02137,0.000317025,0.000317025,0.000317025
55,117.062,0.76483,0.50686,0.91249,0.96064,0.95898,0.98696,0.71673,1.05528,0.5361,1.02446,0.000310422,0.000310422,0.000310422
56,119.317,0.76241,0.50028,0.91114,0.94858,0.96152,0.98974,0.7266,1.01231,0.53126,1.00107,0.000303818,0.000303818,0.000303818
57,121.554,0.78287,0.50663,0.90788,0.95373,0.95773,0.994,0.72724,1.01143,0.52096,1.01115,0.000297215,0.000297215,0.000297215
58,123.797,0.76299,0.5066,0.90726,0.97015,0.96482,0.995,0.70237,1.09572,0.48427,1.028,0.000290612,0.000290612,0.000290612
59,126.048,0.77875,0.50362,0.9056,0.9665,0.96811,0.995,0.70723,1.07844,0.48792,1.02113,0.000284009,0.000284009,0.000284009
60,128.272,0.75342,0.49283,0.89848,0.96839,0.96155,0.99318,0.71311,1.09648,0.52895,1.05768,0.000277405,0.000277405,0.000277405
61,130.488,0.75387,0.49168,0.90336,0.97006,0.9612,0.995,0.70494,1.10841,0.50204,1.04759,0.000270802,0.000270802,0.000270802
62,132.718,0.74974,0.49062,0.90632,0.97437,0.95986,0.995,0.70711,1.1019,0.4928,1.02826,0.000264199,0.000264199,0.000264199
63,134.933,0.73531,0.48423,0.89599,0.96924,0.9899,0.9872,0.71336,1.13366,0.52607,1.0387,0.000257595,0.000257595,0.000257595
64,137.16,0.74656,0.48762,0.90398,0.95248,0.97679,0.98572,0.71481,1.15665,0.55768,1.02777,0.000250992,0.000250992,0.000250992
65,139.4,0.74369,0.48605,0.90205,0.96185,0.96759,0.99062,0.74091,1.05353,0.52424,1.01391,0.000244389,0.000244389,0.000244389
66,141.653,0.73126,0.4847,0.89599,0.96787,0.96879,0.991,0.73219,1.0461,0.51388,1.02198,0.000237785,0.000237785,0.000237785
67,143.902,0.73731,0.47695,0.8964,0.97592,0.96588,0.995,0.72899,1.05266,0.48341,1.01355,0.000231182,0.000231182,0.000231182
68,146.163,0.74472,0.48472,0.89801,0.96761,0.9613,0.99192,0.73934,1.01857,0.51967,1.0025,0.000224579,0.000224579,0.000224579
69,148.422,0.69069,0.46565,0.89218,0.97366,0.96325,0.995,0.74553,1.04815,0.47287,0.99757,0.000217976,0.000217976,0.000217976
70,150.686,0.70092,0.47123,0.89016,0.97655,0.96289,0.995,0.73782,1.06456,0.48227,1.02271,0.000211372,0.000211372,0.000211372
71,152.937,0.69138,0.4644,0.8939,0.97797,0.95761,0.995,0.72914,1.07507,0.49163,1.01231,0.000204769,0.000204769,0.000204769
72,155.172,0.69399,0.47229,0.8842,0.98047,0.95637,0.995,0.73225,1.04664,0.4848,1.00545,0.000198166,0.000198166,0.000198166
73,157.445,0.713,0.46974,0.88666,0.98089,0.95631,0.995,0.71289,1.0758,0.50541,1.01564,0.000191562,0.000191562,0.000191562
74,159.689,0.70499,0.4641,0.88907,0.97284,0.95889,0.995,0.70721,1.07767,0.48145,1.01555,0.000184959,0.000184959,0.000184959
75,161.96,0.68555,0.45709,0.87698,0.97812,0.95643,0.995,0.73085,1.06824,0.47772,1.01773,0.000178356,0.000178356,0.000178356
76,164.201,0.66828,0.45945,0.88369,0.98241,0.95499,0.995,0.71039,1.05499,0.47864,1.01426,0.000171752,0.000171752,0.000171752
77,166.465,0.68101,0.45072,0.88467,0.97868,0.95627,0.98757,0.72175,1.05641,0.49931,1.0258,0.000165149,0.000165149,0.000165149
78,168.729,0.68271,0.45372,0.88437,0.97882,0.96172,0.98673,0.72763,1.05251,0.50916,1.02259,0.000158546,0.000158546,0.000158546
79,170.968,0.69355,0.45614,0.8856,0.97961,0.95961,0.98833,0.70753,1.061,0.49185,1.02371,0.000151943,0.000151943,0.000151943
80,173.223,0.66236,0.44752,0.88044,0.97483,0.96292,0.98743,0.73509,1.03873,0.51008,1.01892,0.000145339,0.000145339,0.000145339
81,175.457,0.65811,0.44812,0.87432,0.9823,0.95922,0.9895,0.73123,1.01896,0.47949,1.00894,0.000138736,0.000138736,0.000138736
82,177.707,0.66155,0.44903,0.87991,0.98368,0.95469,0.98974,0.72847,1.04489,0.49297,1.01657,0.000132133,0.000132133,0.000132133
83,179.948,0.67825,0.45271,0.8846,0.97623,0.95446,0.994,0.72433,1.09235,0.50669,1.03854,0.000125529,0.000125529,0.000125529
84,182.213,0.63982,0.43981,0.87022,0.97692,0.95526,0.99,0.72615,1.05018,0.49218,1.02452,0.000118926,0.000118926,0.000118926
85,184.49,0.65205,0.44236,0.87535,0.98099,0.95826,0.99318,0.72654,1.04081,0.48649,1.01243,0.000112323,0.000112323,0.000112323
86,186.856,0.64696,0.43865,0.87317,0.98212,0.96102,0.995,0.72217,1.04223,0.45053,1.01091,0.00010572,0.00010572,0.00010572
87,189.12,0.64683,0.44102,0.8689,0.98123,0.96706,0.995,0.71526,1.02941,0.45156,1.01408,9.91162e-05,9.91162e-05,9.91162e-05
88,191.376,0.64375,0.43821,0.88717,0.98225,0.96765,0.995,0.71713,1.03556,0.44341,1.01401,9.25129e-05,9.25129e-05,9.25129e-05
89,193.628,0.64462,0.44461,0.86884,0.98061,0.96273,0.995,0.71736,1.04053,0.4396,1.02304,8.59096e-05,8.59096e-05,8.59096e-05
90,195.891,0.65236,0.44188,0.87618,0.98,0.95909,0.995,0.72741,1.03024,0.43932,1.01062,7.93063e-05,7.93063e-05,7.93063e-05
91,199.307,0.63835,0.49386,0.87216,0.97844,0.95943,0.995,0.71467,1.08213,0.46529,1.03389,7.2703e-05,7.2703e-05,7.2703e-05
92,201.497,0.62311,0.47704,0.86467,0.97793,0.95689,0.995,0.72695,1.05206,0.48776,1.0283,6.60997e-05,6.60997e-05,6.60997e-05
93,203.674,0.56149,0.44018,0.85147,0.96286,0.96026,0.995,0.7279,1.05626,0.4716,1.02811,5.94964e-05,5.94964e-05,5.94964e-05
94,205.858,0.55199,0.42131,0.85025,0.96991,0.95895,0.995,0.72979,1.05012,0.46545,1.02769,5.28931e-05,5.28931e-05,5.28931e-05
95,208.031,0.53827,0.4187,0.8439,0.9749,0.95764,0.995,0.72027,1.08086,0.45283,1.03699,4.62898e-05,4.62898e-05,4.62898e-05
96,210.204,0.54616,0.42035,0.83986,0.97911,0.95594,0.995,0.72931,1.05833,0.45968,1.02589,3.96865e-05,3.96865e-05,3.96865e-05
97,212.396,0.54715,0.42042,0.83841,0.98022,0.95627,0.995,0.73944,1.04759,0.45197,1.02613,3.30832e-05,3.30832e-05,3.30832e-05
98,214.586,0.52283,0.40818,0.83999,0.97985,0.95666,0.995,0.73058,1.05512,0.44578,1.03212,2.64799e-05,2.64799e-05,2.64799e-05
99,216.787,0.52213,0.40762,0.8347,0.97838,0.95658,0.995,0.71833,1.05753,0.45083,1.0339,1.98766e-05,1.98766e-05,1.98766e-05
100,218.94,0.52105,0.41007,0.83365,0.97839,0.95684,0.995,0.72174,1.05175,0.44717,1.03609,1.32733e-05,1.32733e-05,1.32733e-05
