epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,27.7887,1.00024,0.89883,0.95475,0.84926,0.98511,0.98634,0.70338,1.06377,0.77867,0.97885,0.000138736,0.000138736,0.000138736
82,28.1216,1.00058,0.93323,0.93489,0.86063,0.98517,0.98638,0.70772,1.06656,0.75936,0.9785,0.000132133,0.000132133,0.000132133
83,28.4449,1.0277,0.93795,0.97271,0.86063,0.98517,0.98638,0.70772,1.06656,0.75936,0.9785,0.000125529,0.000125529,0.000125529
84,28.7815,1.03296,0.95336,0.94725,0.87591,0.98835,0.98638,0.71658,1.05883,0.73879,0.97719,0.000118926,0.000118926,0.000118926
85,29.126,0.99481,0.84082,0.97127,0.87591,0.98835,0.98638,0.71658,1.05883,0.73879,0.97719,0.000112323,0.000112323,0.000112323
86,29.4617,1.02471,0.85837,0.97616,0.89353,0.9899,0.98632,0.7276,1.06469,0.72618,0.98177,0.00010572,0.00010572,0.00010572
87,29.9109,0.95371,0.86299,0.94743,0.89353,0.9899,0.98632,0.7276,1.06469,0.72618,0.98177,9.91162e-05,9.91162e-05,9.91162e-05
88,30.25,0.9846,0.85411,0.96121,0.90969,0.9899,0.98627,0.71571,1.06795,0.71501,0.98229,9.25129e-05,9.25129e-05,9.25129e-05
89,30.5688,0.96645,0.84603,0.95256,0.90969,0.9899,0.98627,0.71571,1.06795,0.71501,0.98229,8.59096e-05,8.59096e-05,8.59096e-05
90,30.9003,1.02819,0.90635,0.9662,0.9173,0.9899,0.98618,0.71278,1.06207,0.69399,0.97948,7.93063e-05,7.93063e-05,7.93063e-05
91,32.6491,0.99264,0.88732,0.97821,0.9173,0.9899,0.98618,0.71278,1.06207,0.69399,0.97948,7.2703e-05,7.2703e-05,7.2703e-05
92,33.2154,1.01715,0.9122,0.96363,0.92949,0.98382,0.98623,0.71517,1.08584,0.70384,0.99307,6.60997e-05,6.60997e-05,6.60997e-05
93,33.5453,1.03847,1.01367,0.94863,0.92949,0.98382,0.98623,0.71517,1.08584,0.70384,0.99307,5.94964e-05,5.94964e-05,5.94964e-05
94,33.8937,1.00383,0.90708,0.96696,0.93755,0.9899,0.98625,0.71128,1.07391,0.67874,0.99022,5.28931e-05,5.28931e-05,5.28931e-05
95,34.2363,0.9705,0.87212,0.95831,0.93755,0.9899,0.98625,0.71128,1.07391,0.67874,0.99022,4.62898e-05,4.62898e-05,4.62898e-05
96,34.5877,1.02361,0.95857,0.94513,0.94251,0.9899,0.98641,0.71207,1.08761,0.6893,1.00159,3.96865e-05,3.96865e-05,3.96865e-05
97,35.0248,0.98852,0.89319,0.93622,0.94251,0.9899,0.98641,0.71207,1.08761,0.6893,1.00159,3.30832e-05,3.30832e-05,3.30832e-05
98,35.3365,0.95105,0.88061,0.94918,0.94639,0.9899,0.98629,0.71874,1.08784,0.68783,1.00518,2.64799e-05,2.64799e-05,2.64799e-05
99,35.6408,0.99588,0.92088,0.96407,0.94639,0.9899,0.98629,0.71874,1.08784,0.68783,1.00518,1.98766e-05,1.98766e-05,1.98766e-05
100,35.9514,1.00783,0.90673,0.95476,0.94876,0.9899,0.9861,0.71588,1.08456,0.67812,1.00131,1.32733e-05,1.32733e-05,1.32733e-05
