epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,103.128,0.78499,0.50768,0.89789,0.97471,0.99065,0.995,0.74441,1.07369,0.49075,0.98569,0.000330232,0.000330232,0.000330232
53,105.21,0.80139,0.50799,0.89743,0.97616,0.97957,0.99318,0.70632,1.12957,0.52827,0.99978,0.000323628,0.000323628,0.000323628
54,107.183,0.78283,0.50859,0.8888,0.98169,0.96096,0.995,0.71131,1.09889,0.47051,0.98753,0.000317025,0.000317025,0.000317025
55,109.17,0.77003,0.49685,0.8903,0.96421,0.96947,0.995,0.72658,1.10334,0.48977,0.99423,0.000310422,0.000310422,0.000310422
56,111.153,0.76836,0.50005,0.89383,0.96539,0.96603,0.995,0.71033,1.13934,0.50327,1.01348,0.000303818,0.000303818,0.000303818
57,113.128,0.77292,0.49913,0.88821,0.96948,0.97068,0.995,0.72373,1.09654,0.51045,1.0055,0.000297215,0.000297215,0.000297215
58,115.112,0.77529,0.49453,0.89342,0.94666,0.97726,0.995,0.72336,1.1295,0.5228,0.99832,0.000290612,0.000290612,0.000290612
59,117.088,0.76152,0.4964,0.88741,0.95773,0.97978,0.995,0.71375,1.09666,0.46599,0.99093,0.000284009,0.000284009,0.000284009
60,119.076,0.74242,0.48189,0.8851,0.95572,0.98356,0.995,0.72095,1.10965,0.4758,1.00433,0.000277405,0.000277405,0.000277405
61,121.077,0.74747,0.48192,0.88172,0.97041,0.9718,0.995,0.72539,1.07604,0.4691,0.97712,0.000270802,0.000270802,0.000270802
62,123.095,0.74374,0.48339,0.88396,0.96935,0.96969,0.995,0.72672,1.08712,0.47146,0.97907,0.000264199,0.000264199,0.000264199
63,125.215,0.75579,0.49047,0.88573,0.97952,0.96164,0.995,0.71011,1.06935,0.47551,0.98141,0.000257595,0.000257595,0.000257595
64,127.248,0.73688,0.47988,0.88564,0.97062,0.99182,0.995,0.70889,1.06344,0.47062,0.98754,0.000250992,0.000250992,0.000250992
65,129.264,0.73413,0.4814,0.88115,0.96466,0.99283,0.995,0.70314,1.06827,0.46602,0.99524,0.000244389,0.000244389,0.000244389
66,131.288,0.71598,0.46972,0.87787,0.96723,0.99266,0.995,0.71086,1.05308,0.46421,0.98479,0.000237785,0.000237785,0.000237785
67,133.345,0.72036,0.47421,0.87781,0.97201,0.99324,0.995,0.7224,1.06563,0.45837,0.97455,0.000231182,0.000231182,0.000231182
68,135.391,0.69845,0.46212,0.87611,0.97362,0.99445,0.995,0.71633,1.07398,0.45404,0.981,0.000224579,0.000224579,0.000224579
69,137.424,0.70165,0.46436,0.87297,0.97046,0.9924,0.995,0.70056,1.10154,0.46515,0.99045,0.000217976,0.000217976,0.000217976
70,139.466,0.72384,0.47326,0.88058,0.97522,0.99252,0.995,0.72163,1.11404,0.46573,0.99417,0.000211372,0.000211372,0.000211372
71,141.537,0.72283,0.47563,0.88244,0.97647,0.99145,0.995,0.69718,1.08355,0.44901,0.99254,0.000204769,0.000204769,0.000204769
72,143.609,0.71282,0.46494,0.87284,0.97882,0.98704,0.995,0.7048,1.0857,0.44563,0.99234,0.000198166,0.000198166,0.000198166
73,145.78,0.70933,0.46415,0.8798,0.97787,0.98681,0.995,0.72039,1.10199,0.45229,0.98877,0.000191562,0.000191562,0.000191562
74,147.856,0.68821,0.45081,0.87025,0.97542,0.99199,0.995,0.72681,1.11457,0.45473,1.00841,0.000184959,0.000184959,0.000184959
75,149.914,0.68844,0.45408,0.87412,0.97234,0.99145,0.995,0.71955,1.0939,0.45601,0.99937,0.000178356,0.000178356,0.000178356
76,152.01,0.7088,0.4603,0.88021,0.96806,0.99263,0.995,0.72237,1.06712,0.44761,0.98112,0.000171752,0.000171752,0.000171752
77,154.095,0.68398,0.45426,0.87172,0.97735,0.99185,0.995,0.70021,1.0901,0.46926,0.99766,0.000165149,0.000165149,0.000165149
78,156.213,0.69797,0.45785,0.8698,0.97769,0.99131,0.995,0.70815,1.08813,0.45348,0.99102,0.000158546,0.000158546,0.000158546
79,158.332,0.66555,0.44431,0.86514,0.97858,0.99333,0.995,0.71992,1.06394,0.43977,0.98529,0.000151943,0.000151943,0.000151943
80,160.424,0.68086,0.44912,0.86598,0.97543,0.9933,0.995,0.71683,1.04565,0.44422,0.9806,0.000145339,0.000145339,0.000145339
81,162.557,0.65912,0.44203,0.86453,0.97411,0.99377,0.995,0.72637,1.04921,0.44024,0.97774,0.000138736,0.000138736,0.000138736
82,164.67,0.67091,0.44765,0.86577,0.97423,0.99556,0.995,0.71408,1.09688,0.44802,1.00135,0.000132133,0.000132133,0.000132133
83,166.907,0.6693,0.44096,0.86762,0.97043,0.9901,0.995,0.73834,1.05297,0.44215,0.97738,0.000125529,0.000125529,0.000125529
84,168.997,0.65417,0.44046,0.86494,0.97436,0.99275,0.995,0.73951,1.03484,0.43397,0.97896,0.000118926,0.000118926,0.000118926
85,171.061,0.65567,0.43755,0.86411,0.97322,0.97431,0.995,0.73661,1.03686,0.42426,0.97845,0.000112323,0.000112323,0.000112323
86,173.188,0.64745,0.43678,0.8598,0.97482,0.97123,0.995,0.73764,1.01291,0.42515,0.97142,0.00010572,0.00010572,0.00010572
87,175.331,0.62638,0.42667,0.85653,0.97794,0.99195,0.995,0.73093,1.03098,0.43264,0.97423,9.91162e-05,9.91162e-05,9.91162e-05
88,177.415,0.62931,0.42858,0.85823,0.97572,0.99292,0.995,0.73292,1.03661,0.4283,0.98088,9.25129e-05,9.25129e-05,9.25129e-05
89,179.551,0.64955,0.42984,0.86499,0.97367,0.99347,0.995,0.73108,1.06811,0.43791,0.98799,8.59096e-05,8.59096e-05,8.59096e-05
90,181.664,0.63887,0.43107,0.85743,0.97107,0.99341,0.995,0.72757,1.06055,0.43114,0.97904,7.93063e-05,7.93063e-05,7.93063e-05
91,184.362,0.62069,0.46701,0.84418,0.96643,0.99436,0.995,0.71786,1.05918,0.43895,0.98347,7.2703e-05,7.2703e-05,7.2703e-05
92,186.414,0.58756,0.44147,0.83991,0.96966,0.99298,0.995,0.71948,1.03356,0.44683,0.97781,6.60997e-05,6.60997e-05,6.60997e-05
93,188.556,0.56317,0.42247,0.83487,0.96843,0.99449,0.995,0.73589,1.03906,0.44247,0.97758,5.94964e-05,5.94964e-05,5.94964e-05
94,190.668,0.55346,0.4099,0.83263,0.97547,0.99338,0.995,0.72625,1.05053,0.44775,0.98716,5.28931e-05,5.28931e-05,5.28931e-05
95,192.753,0.54458,0.40765,0.83337,0.97606,0.9932,0.995,0.72765,1.06527,0.44967,0.99104,4.62898e-05,4.62898e-05,4.62898e-05
96,194.808,0.55698,0.4067,0.82838,0.97665,0.99148,0.995,0.71265,1.07099,0.45469,0.99773,3.96865e-05,3.96865e-05,3.96865e-05
97,196.857,0.53924,0.4018,0.83164,0.97536,0.99281,0.995,0.72449,1.06262,0.43813,0.99402,3.30832e-05,3.30832e-05,3.30832e-05
98,198.907,0.52468,0.39578,0.82323,0.97357,0.99184,0.995,0.72521,1.05685,0.44045,0.99284,2.64799e-05,2.64799e-05,2.64799e-05
99,201.001,0.52532,0.39677,0.82523,0.9735,0.98901,0.995,0.725,1.05999,0.44101,0.9909,1.98766e-05,1.98766e-05,1.98766e-05
100,203.072,0.52821,0.39776,0.82697,0.97368,0.989,0.995,0.72581,1.06811,0.44246,0.99244,1.32733e-05,1.32733e-05,1.32733e-05
